genre,file_number,spectral_centroid,spectral_flux_mean,chroma_features,tonal_centroid,tempo,hnr
country,6,1816.854384,49715.348,"[0.6324353814125061, 0.559605062007904, 0.6987758278846741, 0.6097410917282104, 0.6489733457565308, 0.7952545285224915, 0.603602409362793, 0.6685477495193481, 0.5404437780380249, 0.6254899501800537, 0.692043125629425, 0.5588851571083069]","[[-0.00281004 -0.00397904 -0.00552378 ... -0.00349933 -0.00398957
   0.00305676]
 [-0.00510844 -0.00313815 -0.00148448 ... -0.00577178 -0.00394631
  -0.00205409]
 [ 0.00829478  0.00525514  0.00318117 ...  0.00985796  0.00533009
   0.00131659]
 [ 0.01027706  0.0128072   0.00972996 ...  0.00916438  0.00507704
   0.00965901]
 [ 0.00110077 -0.000162   -0.00128645 ... -0.00047666  0.00093296
   0.00283501]
 [ 0.0043529   0.00427503  0.00284483 ...  0.00236933 -0.00198931
   0.00023529]]",112.3471467,-128.27946
country,7,1416.061375,47785.098,"[0.7229363322257996, 0.6309822201728821, 0.5898662209510803, 0.7409436702728271, 0.5519401431083679, 0.5952983498573303, 0.5155338048934937, 0.6341478824615479, 0.7580651640892029, 0.5955629348754883, 0.6844619512557983, 0.5821917057037354]","[[-0.00828142 -0.00637788 -0.00392548 ... -0.00645324 -0.00554389
  -0.00564643]
 [ 0.00767902  0.008378    0.00983519 ...  0.00451618  0.00256538
   0.00322019]
 [ 0.00953761  0.01300617  0.01058655 ... -0.00551133 -0.00491108
  -0.00283289]
 [ 0.01172271  0.01673231  0.01533411 ...  0.01701745  0.01740633
   0.01844278]
 [ 0.00292693  0.00298752  0.00413162 ...  0.00235349  0.00175216
  -0.00043292]
 [-0.00416871 -0.00363585 -0.00381814 ...  0.00057392 -0.00182523
  -0.00262292]]",135.9991776,-143.44325
country,8,1361.521477,47928.746,"[0.539096474647522, 0.5564495325088501, 0.4249959886074066, 0.540834903717041, 0.6151763796806335, 0.48321282863616943, 0.5926247239112854, 0.47589346766471863, 0.6052363514900208, 0.48392242193222046, 0.4991435408592224, 0.7187357544898987]","[[-0.0009735  -0.00446052 -0.009992   ... -0.00499972 -0.00564548
  -0.00440569]
 [-0.00385533 -0.00441514 -0.00252407 ... -0.00271316 -0.00392751
  -0.00173083]
 [ 0.0088389   0.00900423  0.00988257 ... -0.00564332 -0.00581719
  -0.01407941]
 [-0.00775699 -0.01195876 -0.00726152 ... -0.00353353  0.00116209
   0.00576496]
 [ 0.00754166  0.005986    0.00399072 ...  0.00142438  0.00242164
  -0.00013979]
 [-0.0059536  -0.00618303 -0.00238049 ... -0.0039335  -0.00433758
  -0.00200159]]",132.5120192,-136.20815
country,9,2193.847798,47471.62,"[0.6284627318382263, 0.603798508644104, 0.7441955208778381, 0.5384354591369629, 0.5988147258758545, 0.6402193903923035, 0.6647061109542847, 0.8676454424858093, 0.665863573551178, 0.7176153659820557, 0.6588230133056641, 0.6689169406890869]","[[ 2.58414256e-03  5.41008536e-03  6.73686065e-03 ...  7.62503473e-03
   1.48596155e-02  1.14152471e-02]
 [-9.30386820e-05 -9.18509916e-04 -5.09140536e-03 ... -1.38853843e-02
  -9.95041753e-03 -2.43806466e-03]
 [-1.70579106e-02 -1.75542086e-02 -1.22214109e-02 ... -9.58807766e-04
   3.69993597e-03  1.61301345e-03]
 [ 3.36607546e-03  2.68989056e-03 -9.33632255e-05 ...  1.32067055e-02
   1.50633827e-02  1.66165680e-02]
 [ 3.28091555e-03  5.26051589e-03  6.69371799e-03 ... -2.16049315e-03
  -1.13848264e-03  2.22826585e-03]
 [-3.73729132e-03 -4.36487608e-03 -2.28214264e-03 ...  6.28239289e-03
   8.39861296e-03  3.27584334e-03]]",129.1992188,-118.990715
country,11,2028.75106,54695.516,"[0.4889090657234192, 0.42309990525245667, 0.5981835722923279, 0.4635755717754364, 0.43178945779800415, 0.40092095732688904, 0.5110902190208435, 0.5605329871177673, 0.458952933549881, 0.5439767241477966, 0.4728893041610718, 0.5688944458961487]","[[-3.66260435e-03 -1.72492537e-03 -5.33478613e-04 ... -9.95096825e-04
   2.57688846e-03  2.39513540e-03]
 [-4.36415475e-04 -1.29222364e-03 -1.80617636e-03 ...  9.53295521e-04
   3.13102515e-03  3.75406723e-03]
 [-9.50598717e-03 -4.66081500e-03 -5.90458512e-03 ... -1.19761676e-02
  -1.04552880e-02 -1.17200091e-02]
 [ 2.88942456e-03  5.88551164e-04 -3.67701054e-03 ...  2.39138231e-02
   2.48569250e-02  1.56606436e-02]
 [-2.94622674e-04  9.07251492e-04  8.02619502e-04 ...  7.23863217e-03
   7.85803278e-03  3.91471466e-03]
 [-2.88788229e-04 -4.98518348e-05  4.36685979e-04 ... -7.63088651e-03
  -7.95769691e-03 -4.82882746e-03]]",114.84375,-77.53824
country,13,2125.609583,54904.41,"[0.5211380124092102, 0.5981346368789673, 0.5149277448654175, 0.49934470653533936, 0.7402772903442383, 0.5563130378723145, 0.5471746921539307, 0.5095695853233337, 0.6067283153533936, 0.7494060397148132, 0.5776816010475159, 0.6189882159233093]","[[ 5.55571636e-06  5.89349779e-04  2.70994451e-03 ... -9.73312393e-03
  -6.91093776e-03 -2.69474838e-03]
 [-3.48050056e-03  8.54198255e-04 -9.02142744e-04 ...  9.73759201e-03
   8.56660687e-03  3.22154735e-03]
 [-1.18584409e-02 -8.16892833e-03 -4.62732464e-03 ...  2.03819424e-02
   1.36838108e-02  6.83686882e-03]
 [-3.40228528e-03 -8.10781121e-03 -1.27888620e-02 ... -1.83049813e-02
  -1.83777735e-02 -9.46122408e-03]
 [ 2.30730765e-03  4.03342254e-04  3.47494220e-03 ... -2.33779521e-03
  -5.85086782e-04  8.10830171e-04]
 [ 1.18375011e-03  2.28877179e-03  1.66273862e-03 ... -3.65362875e-03
  -4.12443839e-03  7.57353380e-04]]",126.0480183,-75.69258
country,14,1917.636484,55647.258,"[0.5100789666175842, 0.6944049000740051, 0.6273999810218811, 0.5650063157081604, 0.6736000180244446, 0.5310531854629517, 0.5313912630081177, 0.4390312135219574, 0.5620463490486145, 0.6853349804878235, 0.5421393513679504, 0.5748715996742249]","[[ 0.00542758  0.00447263  0.00110668 ... -0.00262793 -0.00234417
  -0.00172085]
 [ 0.00067936 -0.00160276 -0.00072628 ...  0.00248614  0.00409393
   0.00375831]
 [ 0.01933816  0.01981674  0.02263878 ... -0.00588431  0.00634766
   0.00631619]
 [ 0.00957792  0.01590175  0.01628595 ...  0.0149124   0.01465534
   0.00780011]
 [ 0.00210099  0.00268179  0.00299849 ...  0.00555855  0.00583385
   0.00658794]
 [ 0.00029201 -0.00108938 -0.00070919 ...  0.0042287   0.00104613
  -0.00056166]]",135.9991776,-89.96577
country,15,1549.121693,51423.605,"[0.6282928586006165, 0.5881537795066833, 0.6184227466583252, 0.8590867519378662, 0.560376763343811, 0.549577534198761, 0.6002793908119202, 0.5832309722900391, 0.6578381657600403, 0.6220858693122864, 0.7178717851638794, 0.600540816783905]","[[ 0.00549137  0.00241526  0.00415552 ...  0.00358089  0.00478891
   0.00043727]
 [ 0.00268654  0.00411488  0.00344479 ...  0.00629003  0.00830473
   0.00850859]
 [-0.0009065   0.00190169 -0.00234925 ... -0.00670722 -0.00614142
  -0.00413845]
 [ 0.00478409  0.00884712  0.01307061 ...  0.00049276  0.00284642
  -0.00282525]
 [ 0.00366573  0.0020316   0.00141462 ... -0.00344138 -0.00431141
  -0.00292747]
 [-0.00346108 -0.00325266 -0.00302392 ... -0.00339583 -0.00280551
  -0.00270784]]",147.65625,-50.934864
country,16,1046.424764,50416.434,"[0.6509286761283875, 0.48299989104270935, 0.464257150888443, 0.4198644757270813, 0.5738219618797302, 0.7850778102874756, 0.5447167754173279, 0.5416982769966125, 0.5051038861274719, 0.5916252136230469, 0.5501090884208679, 0.4879717230796814]","[[ 3.06832002e-03  5.01626202e-03  3.71959465e-03 ...  3.87187940e-03
   1.95824907e-03 -1.16060755e-03]
 [ 6.25059380e-04  2.16462853e-03 -8.98354371e-04 ...  1.26868449e-02
   1.49112604e-02  1.16980405e-02]
 [ 1.23661309e-02  1.26365498e-02  8.82840157e-03 ... -7.87129998e-03
  -6.82164729e-03 -2.64430791e-03]
 [ 1.17344856e-02  8.26857984e-03  4.86406684e-03 ...  9.60290432e-04
  -4.23443317e-03 -5.13344258e-03]
 [ 7.99461056e-04  8.15679144e-05 -9.52082712e-04 ... -1.42440426e-03
   2.17252041e-03  7.29449376e-04]
 [ 2.33929604e-05 -6.06553629e-04 -2.57327035e-03 ... -3.41087580e-04
   8.50375742e-04  1.12892687e-03]]",107.6660156,-58.428326
country,17,981.0866887,46392.312,"[0.44843193888664246, 0.6093919277191162, 0.7181183695793152, 0.5086942911148071, 0.5826964974403381, 0.4625820517539978, 0.6207283139228821, 0.6051177382469177, 0.5197104215621948, 0.6346514821052551, 0.4668228030204773, 0.5263203382492065]","[[ 1.99361544e-03 -6.16133737e-04  2.27554163e-03 ...  3.03004997e-03
   2.01240413e-03  3.58633845e-03]
 [ 1.35646414e-03  1.02415968e-03 -6.41906674e-04 ...  1.37355069e-03
   1.16047633e-03  4.39384929e-04]
 [-4.90849465e-03 -3.38537246e-03 -2.99036503e-04 ... -3.70293856e-06
  -1.95998698e-03 -5.62935323e-03]
 [ 1.14067271e-02  1.84404626e-02  1.77209899e-02 ... -1.10583603e-02
  -9.15464759e-03 -4.02311981e-03]
 [ 4.81706556e-04  9.62874338e-04 -1.70935480e-03 ... -2.69980989e-04
   1.27279886e-03  3.37765949e-03]
 [-3.06148268e-03 -4.90419380e-03 -4.73197550e-03 ... -2.57257372e-04
  -4.99077141e-05 -1.77691132e-03]]",117.4538352,-69.46306
country,19,911.7055084,26982.229,"[0.577828586101532, 0.4550285041332245, 0.497855544090271, 0.4612606465816498, 0.5857561230659485, 0.5150231719017029, 0.5088722109794617, 0.6745258569717407, 0.4858429729938507, 0.4804762601852417, 0.4501096308231354, 0.5669598579406738]","[[ 0.00014827  0.00536678  0.01174258 ...  0.0106538   0.00749749
   0.00265544]
 [ 0.00192807 -0.00100977 -0.0024949  ... -0.00038375 -0.00170879
  -0.00052662]
 [-0.00279558  0.00107758 -0.00657333 ...  0.00940671  0.01300931
   0.00888719]
 [ 0.01865724  0.02058432  0.02041643 ...  0.0039082   0.00582266
   0.00704093]
 [ 0.00467168  0.00356448 -0.00112858 ...  0.00094971  0.00277446
   0.00126227]
 [-0.00439429 -0.00644116 -0.00527998 ... -0.00241906 -0.0019358
  -0.00102795]]",129.1992188,-103.3344
country,20,1415.775785,59504.223,"[0.5444744825363159, 0.5349293351173401, 0.6408501863479614, 0.5745645761489868, 0.5328727960586548, 0.6019435524940491, 0.5234215259552002, 0.5103058815002441, 0.4814096689224243, 0.5914077162742615, 0.6985560655593872, 0.5594045519828796]","[[ 0.00399474  0.00379505  0.00610945 ...  0.00187158  0.00421638
   0.00492432]
 [-0.00371481 -0.00448637 -0.00718336 ... -0.00920698 -0.00932026
  -0.00749021]
 [ 0.00835782  0.00821705  0.0054602  ...  0.01556752  0.01476021
   0.01228035]
 [ 0.00970765  0.01158653  0.01026352 ...  0.00885226  0.01318371
   0.00780457]
 [ 0.00196316  0.00213183  0.00223035 ...  0.0026211   0.00236383
   0.00313125]
 [-0.00068715  0.00043838  0.00090539 ...  0.00106097  0.00074509
  -0.00063966]]",103.359375,-125.00383
country,21,784.3853295,33624.11,"[0.5615821480751038, 0.4447355270385742, 0.4731150269508362, 0.4034959673881531, 0.5425302982330322, 0.5195437073707581, 0.4579261541366577, 0.5050851106643677, 0.4803706705570221, 0.6259168386459351, 0.5184969305992126, 0.49626490473747253]","[[ 9.91742481e-05 -1.70763846e-03 -1.17381527e-03 ...  6.25592550e-03
   5.06280554e-03  3.59450720e-03]
 [-2.22557528e-03 -8.56307728e-04 -3.18307535e-03 ... -3.13275695e-04
  -9.36281659e-04 -1.43100158e-03]
 [ 6.60554320e-03 -6.77466393e-04  6.87189400e-04 ...  1.64585784e-02
   1.68012455e-02  7.41067529e-03]
 [ 4.71219420e-03  6.21411949e-03  6.18485361e-03 ... -1.42300650e-02
  -1.04891285e-02 -3.80867720e-03]
 [ 1.68891685e-03  3.94811870e-03  5.98822957e-03 ...  6.72928357e-03
   5.28536082e-03  4.48688698e-03]
 [-4.44338657e-03 -7.78865628e-03 -9.71611030e-03 ... -1.00563094e-03
  -1.13626942e-03 -2.04713456e-03]]",109.9567819,-88.179756
country,23,613.8666334,38098.844,"[0.597165584564209, 0.42738181352615356, 0.43983662128448486, 0.40349575877189636, 0.5236851572990417, 0.6582270860671997, 0.48524072766304016, 0.484205961227417, 0.41311874985694885, 0.5497286915779114, 0.4393714964389801, 0.3952217400074005]","[[ 0.00043213  0.00131734  0.00288539 ...  0.00829693  0.00545447
   0.0026729 ]
 [ 0.00216128  0.00335044  0.00042488 ... -0.00248486 -0.00309294
   0.00023585]
 [-0.00288621 -0.00066549  0.00218286 ...  0.00664742  0.00444587
  -0.00332273]
 [ 0.00820769  0.0057354   0.00750127 ...  0.01339649  0.01178822
   0.00886764]
 [-0.00050417 -0.00096453 -0.00262498 ... -0.00429539 -0.00378818
  -0.00392576]
 [-0.00289107 -0.00224857 -0.00080105 ... -0.00358126 -0.00317113
  -0.00151316]]",161.4990234,-118.76039
country,24,1527.194326,48092.836,"[0.6888952255249023, 0.4574248492717743, 0.45046037435531616, 0.3888932168483734, 0.42041823267936707, 0.38459914922714233, 0.4489854574203491, 0.5662747025489807, 0.38197407126426697, 0.3847801983356476, 0.3992213308811188, 0.5585694313049316]","[[ 0.00409946  0.0009595  -0.00624622 ...  0.00195212  0.00253228
  -0.00510223]
 [-0.00477199 -0.00580061 -0.00856213 ... -0.00197088 -0.00658016
  -0.00770319]
 [ 0.0104386   0.01117638  0.00818705 ... -0.00686825  0.00136563
   0.00840384]
 [ 0.00086571 -0.00199689 -0.00528857 ...  0.01305439  0.00740818
   0.00050418]
 [ 0.00245339  0.00302342  0.00326657 ...  0.00308713  0.0026267
   0.0022553 ]
 [-0.00216907 -0.00130178 -0.0010538  ... -0.00393758 -0.00468905
  -0.00447945]]",129.1992188,-59.307552
country,25,919.7834555,46344.723,"[0.5791959762573242, 0.5630908608436584, 0.5920714139938354, 0.5499134063720703, 0.6139007210731506, 0.48391783237457275, 0.5680544972419739, 0.6403367519378662, 0.5444182753562927, 0.54572594165802, 0.5098562836647034, 0.6498174071311951]","[[-8.97117571e-04 -5.02174311e-03 -2.87948530e-03 ...  5.93021400e-04
   3.07001888e-03  2.66778955e-03]
 [-7.08391844e-04 -2.50427469e-03 -3.55389348e-03 ...  7.32121011e-04
   1.89176393e-03 -4.65044813e-04]
 [-4.66198474e-03 -5.73641807e-03 -3.46364081e-03 ... -9.90136713e-03
  -9.72554088e-03 -1.92136317e-03]
 [ 3.31111252e-03  5.30343503e-03  7.70559162e-03 ...  8.62801820e-03
   1.61865279e-02  1.56300440e-02]
 [ 9.94765285e-05  1.70002142e-03  4.82833144e-03 ...  1.15256821e-03
   2.64716805e-03  1.34614320e-03]
 [ 1.76839530e-05 -2.52220780e-05 -3.46966088e-04 ... -6.08786009e-03
  -4.32762317e-03 -1.80792436e-03]]",147.65625,-115.47247
country,26,894.2589298,45521.992,"[0.5272156000137329, 0.49058327078819275, 0.6804999113082886, 0.47723209857940674, 0.47540736198425293, 0.3906475305557251, 0.5493382215499878, 0.564039945602417, 0.44759440422058105, 0.6505625247955322, 0.5032548904418945, 0.6319329142570496]","[[-1.75124455e-03 -5.95101977e-03 -9.41646032e-03 ... -2.14946311e-03
   2.63909879e-03  4.88944974e-03]
 [-6.69728199e-03 -6.84091216e-03 -5.93205734e-03 ... -1.51214567e-04
  -7.16715883e-05  5.19895656e-05]
 [-5.70771843e-03 -9.57426429e-03 -8.52639973e-03 ...  1.08309388e-02
   6.93915784e-03  4.75423038e-03]
 [ 3.42506170e-03  2.67082453e-03  2.98427790e-03 ...  7.31822103e-03
   5.69737703e-03  7.07681477e-03]
 [ 3.36682592e-04  9.83957529e-05 -3.93379761e-04 ...  1.97463522e-03
   2.94503628e-03  2.00244826e-03]
 [ 2.74311565e-03  1.87155791e-03  6.55185431e-05 ... -5.53373247e-05
  -2.06956081e-03 -6.39569014e-04]]",107.6660156,-97.0101
country,27,1570.54934,53563.523,"[0.5418699383735657, 0.6504263281822205, 0.6010766625404358, 0.630373477935791, 0.764495849609375, 0.5942108035087585, 0.5937936902046204, 0.5551403164863586, 0.6888827085494995, 0.7441405653953552, 0.5756449103355408, 0.6015313267707825]","[[ 0.00589168  0.00787196  0.00801297 ... -0.00474733 -0.00261658
  -0.00079305]
 [ 0.00482256  0.00236531 -0.00258957 ...  0.00459371  0.00256947
  -0.0021595 ]
 [ 0.01113331  0.01592936  0.01930972 ...  0.02789212  0.02475198
   0.0145288 ]
 [-0.0008218  -0.00254966 -0.00105151 ...  0.00677808  0.00896502
   0.00598716]
 [ 0.00574914  0.00567433  0.006485   ...  0.00100688  0.00099854
   0.00198739]
 [-0.00306161 -0.00302231 -0.00080408 ... -0.00358023 -0.00128558
  -0.00247983]]",123.046875,-93.83397
country,28,992.4205574,42255.86,"[0.44192636013031006, 0.5688669681549072, 0.6586385369300842, 0.48237037658691406, 0.5310150384902954, 0.5020231604576111, 0.6521647572517395, 0.612613320350647, 0.5133340358734131, 0.6362589001655579, 0.4931411147117615, 0.4879586100578308]","[[ 0.00494455  0.00710743  0.01214843 ... -0.00221953 -0.00471246
  -0.00327499]
 [ 0.0033104   0.00295529  0.0054744  ... -0.00440747 -0.00184395
   0.00044418]
 [ 0.01333269  0.01046816  0.00771263 ... -0.00920526 -0.01404658
  -0.00964344]
 [ 0.0217578   0.02239531  0.02670836 ... -0.00563548 -0.00736044
   0.00041163]
 [ 0.00018645  0.00130016  0.00134577 ...  0.00316323  0.00409737
   0.00196782]
 [-0.0045007  -0.00177616 -0.00087852 ...  0.00163088  0.00259677
   0.00113698]]",120.1853198,-86.727516
country,29,966.779526,41151.715,"[0.5500631332397461, 0.6037920117378235, 0.5198674201965332, 0.5958447456359863, 0.5597156882286072, 0.644353985786438, 0.5180112719535828, 0.5137044787406921, 0.6147453188896179, 0.465172678232193, 0.4390915036201477, 0.40317562222480774]","[[ 5.51477265e-03  6.71153834e-03  5.13719593e-03 ...  1.14876236e-03
   4.27966454e-03  2.57225296e-03]
 [-3.00088273e-03 -5.75061050e-03 -1.01102409e-02 ... -7.22827837e-04
  -8.68014396e-03 -1.06310447e-02]
 [ 5.85629791e-03  6.19819760e-03  2.26578116e-03 ...  1.75828040e-02
   1.97737068e-02  2.10363418e-02]
 [-6.73345476e-03 -2.03388184e-03 -4.95975465e-03 ...  2.97403336e-03
   8.38807225e-03  8.67472589e-03]
 [ 1.00097894e-03  1.41350295e-03  2.90261825e-03 ... -4.70201941e-04
   1.03259243e-03  7.53639394e-05]
 [ 3.05345654e-03  2.11546384e-03  2.08484195e-03 ... -2.69803219e-03
   1.54924579e-03  2.85716355e-03]]",120.1853198,-59.847733
country,32,967.6907294,45619.793,"[0.4777664840221405, 0.5188165307044983, 0.4065435528755188, 0.5656801462173462, 0.66452956199646, 0.485966295003891, 0.5592976808547974, 0.4036867618560791, 0.4965543746948242, 0.4881465435028076, 0.5224674940109253, 0.7051669955253601]","[[-0.00056524  0.00363024  0.0051219  ...  0.00151137 -0.00346605
  -0.00533841]
 [-0.00141577  0.00154078  0.00090699 ... -0.00419193 -0.00572703
  -0.00292516]
 [ 0.00190368 -0.00063263  0.00098645 ... -0.00754424 -0.00577427
  -0.00120176]
 [-0.00390593 -0.00431861 -0.0059933  ...  0.00186966  0.01984901
   0.0128253 ]
 [ 0.00356017  0.00412578  0.00287749 ...  0.00917315  0.0048171
   0.00021697]
 [ 0.00312168  0.00581913  0.00520683 ...  0.00356134  0.00490393
   0.00074777]]",97.50884434,-114.12349
country,34,1962.718817,65091.07,"[0.4955536425113678, 0.5768252611160278, 0.66353440284729, 0.5658890008926392, 0.6391637325286865, 0.5910214781761169, 0.6213256120681763, 0.5451074838638306, 0.5146284103393555, 0.6670397520065308, 0.5158441662788391, 0.5113674998283386]","[[ 0.00037387 -0.00216018  0.0031034  ... -0.00083032 -0.00050837
  -0.00067386]
 [-0.00184076  0.00201769  0.00185391 ...  0.01266501  0.01126649
   0.00946311]
 [ 0.00798007  0.01091507  0.01624192 ...  0.01682813  0.00511048
   0.00082992]
 [ 0.00358815  0.0047106   0.00793928 ...  0.00635774  0.00851868
   0.00689065]
 [ 0.00258214  0.00309755  0.0009314  ...  0.00627595  0.01005794
   0.00942071]
 [ 0.00163398  0.00148693 -0.00014116 ... -0.00304695 -0.00390964
  -0.00335207]]",135.9991776,-83.15557
country,35,1558.73418,55497.133,"[0.6228309273719788, 0.5266851186752319, 0.5452024340629578, 0.5136286616325378, 0.683245062828064, 0.7387518882751465, 0.5810245871543884, 0.6448827385902405, 0.6215687394142151, 0.6949718594551086, 0.6340478658676147, 0.559857189655304]","[[-0.00262816 -0.00283734 -0.00638722 ... -0.00359063 -0.00335043
   0.00110531]
 [-0.00447795 -0.00971001 -0.01196438 ... -0.00439507 -0.00712386
  -0.00915066]
 [-0.00935663 -0.01694788 -0.02440509 ...  0.01880977  0.01416609
   0.02092157]
 [ 0.01000556  0.00544073  0.00777991 ...  0.00828537  0.01089197
   0.00758841]
 [ 0.00173731 -0.00020539 -0.00183492 ...  0.00451575  0.00477318
   0.00453167]
 [ 0.00027615 -0.0012389  -0.00105085 ...  0.00120596 -0.00066899
  -0.00014483]]",132.5120192,-94.16624
country,36,1344.025381,38779.14,"[0.5733908414840698, 0.7572072148323059, 0.5239384174346924, 0.5657932162284851, 0.45403891801834106, 0.5720231533050537, 0.42246395349502563, 0.5376656651496887, 0.770386278629303, 0.5444114804267883, 0.4726133942604065, 0.43996232748031616]","[[ 0.006307    0.00696142  0.00701368 ...  0.00216787  0.00017377
  -0.01121694]
 [-0.00333308 -0.00430548 -0.00478739 ... -0.00620154 -0.00615689
  -0.00921559]
 [ 0.00951741  0.00815701  0.00571977 ... -0.00286902 -0.00152958
  -0.00853577]
 [-0.00174132 -0.00214515 -0.00259259 ... -0.00456814 -0.00893087
   0.00197526]
 [ 0.00145333  0.00153334  0.0006219  ...  0.00582828  0.00579714
   0.00331143]
 [-0.00056612  0.00102861  0.00116442 ...  0.00137124  0.00389419
   0.006167  ]]",114.84375,-101.868576
country,37,1256.699613,50915.09,"[0.615950345993042, 0.657872200012207, 0.5688645243644714, 0.6331997513771057, 0.5628831386566162, 0.6316694617271423, 0.5561873316764832, 0.559246301651001, 0.6741429567337036, 0.6229150295257568, 0.6780866384506226, 0.5548509955406189]","[[ 0.00081311  0.00217092  0.00281019 ... -0.0034389  -0.00565298
  -0.00777738]
 [ 0.00297237  0.00060885  0.00207891 ...  0.00656146  0.00474484
   0.00445411]
 [-0.00112189  0.00481968  0.00249855 ... -0.01269858 -0.00950996
  -0.00205166]
 [ 0.00276393  0.013785    0.01554734 ...  0.0244192   0.02077927
   0.01160605]
 [ 0.00116393  0.00116577  0.00110102 ...  0.00511731  0.00266513
   0.00340003]
 [-0.00254314 -0.00115271  0.00031952 ... -0.00449507 -0.00296055
  -0.00228588]]",97.50884434,-95.657974
country,38,1754.069889,54883.547,"[0.651263952255249, 0.553915798664093, 0.6706943511962891, 0.575152575969696, 0.6892449259757996, 0.5713462829589844, 0.6298012137413025, 0.659842848777771, 0.508211076259613, 0.5522228479385376, 0.5178739428520203, 0.6578972339630127]","[[ 2.10004716e-03  4.09182250e-03  4.14949280e-03 ... -2.37990741e-03
  -9.59768461e-04 -5.95650206e-05]
 [ 3.21014615e-03  4.71126078e-03  2.43070994e-03 ... -9.97218290e-04
   1.38080610e-03  5.77098995e-03]
 [ 5.54802269e-03  3.80609185e-03 -4.59199399e-03 ...  6.90642744e-03
   4.50970978e-03  3.42809409e-03]
 [ 3.96256894e-03  8.06964189e-03  1.04003176e-02 ...  1.30680799e-02
   1.82165056e-02  2.16695592e-02]
 [ 2.04324996e-03  6.83750309e-04 -3.30865761e-04 ...  1.24777971e-03
   2.77761606e-03  3.94364396e-03]
 [ 7.49211758e-05  4.96396795e-04 -1.37504935e-03 ...  4.64546122e-03
   2.97243334e-03  3.49465758e-03]]",156.6051136,-95.85001
country,40,1629.538209,58817.4,"[0.6020524501800537, 0.6224365234375, 0.7721399068832397, 0.6138967275619507, 0.6277928352355957, 0.5012323260307312, 0.5472307801246643, 0.6229726672172546, 0.6034926772117615, 0.6982608437538147, 0.579415500164032, 0.6080673336982727]","[[-0.00364091 -0.00711054 -0.00387345 ...  0.00084973 -0.0057629
  -0.00476421]
 [-0.00760449 -0.00899275 -0.01112366 ...  0.00311288  0.00335443
  -0.0006899 ]
 [ 0.00199243 -0.00254364 -0.00196743 ...  0.00792636  0.00416604
   0.00397781]
 [ 0.00212538  0.0068074   0.01322583 ... -0.00432253  0.01459637
   0.00885969]
 [ 0.00350848  0.00345293  0.00493401 ...  0.00101659  0.00107408
  -0.00013051]
 [ 0.00397081  0.00546598  0.00467921 ...  0.00140349 -0.00219656
   0.00027023]]",139.6748311,-87.48758
country,41,1398.234016,57482.613,"[0.5817895531654358, 0.6089078187942505, 0.649242639541626, 0.6764458417892456, 0.7691261172294617, 0.5339183807373047, 0.5322729349136353, 0.6141301989555359, 0.705564022064209, 0.8122380971908569, 0.611092746257782, 0.5989447236061096]","[[ 2.15172042e-03  3.64634455e-04  1.14406060e-03 ...  6.03882578e-03
   7.33101557e-03  7.00166208e-04]
 [ 8.81070034e-05  2.73715483e-03 -3.62621535e-03 ...  4.85383074e-03
   1.23341958e-02  1.37880021e-02]
 [-6.03421032e-03 -3.79061699e-03  5.50033897e-03 ... -4.71003354e-04
   2.95244157e-03  5.47277182e-03]
 [ 9.83831286e-03  1.35604963e-02  1.62720978e-02 ...  1.23661384e-02
   9.62196290e-03  1.40809044e-02]
 [-1.85674679e-03 -2.06197480e-03  5.55225111e-04 ... -5.96838201e-03
  -3.84453845e-03 -5.43444011e-03]
 [-3.98572162e-03 -3.53075005e-03 -2.92122178e-03 ...  1.30659528e-03
  -5.32846898e-05  1.20966695e-03]]",129.1992188,-123.037865
country,42,1167.178768,55704.754,"[0.7039615511894226, 0.6984387040138245, 0.6705389022827148, 0.5584191679954529, 0.6717098951339722, 0.5036348700523376, 0.5136101245880127, 0.5474838018417358, 0.5976017713546753, 0.7343535423278809, 0.6459880471229553, 0.6905532479286194]","[[ 0.00037245  0.00311551  0.00277868 ... -0.00177755 -0.00290764
  -0.00254127]
 [-0.00241434 -0.00246108 -0.00159613 ... -0.00414026 -0.00240219
  -0.00428864]
 [ 0.01222773  0.00438117  0.00128902 ... -0.00789455 -0.00249402
  -0.00342534]
 [ 0.00295816 -0.00291792 -0.00570251 ...  0.00883366  0.00693166
   0.00134771]
 [-0.00214706 -0.00188745 -0.00143442 ... -0.00023875  0.00083679
  -0.00017602]
 [ 0.0005039   0.00041049 -0.00193202 ... -0.00287396  0.00034204
   0.00216212]]",103.359375,-121.17755
